Restaurant,Review,Points,Sentiment
Zeughauskeller,Nettes bodenständiges Lokal mit bodenständigem Essen. Sehr nette Bedienung. Trotz der Bekanntheit hatte man nicht den Eindruck eines Massenbetriebes. Die Dekoration mit den Waffen war sehr interessant.,4.0,1
Zeughauskeller,"Alles zum Thema Wurst 
Herz was willst du mehr 
Thanks 🙏🏽 
Schweizer Küche 
Schweizer Rösti 
Schweizer 🍻 Bier",4.0,1
Zeughauskeller,"Authentisches währschaftes Ambiente. Bei der Portionsgrösse wird nicht gespart. Wir hatten ein köstliches Rehgeschnetzeltes mit Spätzle, Rotkraut und Maroni.",4.0,1
Zeughauskeller,"Traditionelle Küche, schneller Service. Mittags oft voll. Reservation lohnt sich. Immer wieder gut. Jederzeit wieder.",5.0,1
Zeughauskeller,"Für Bierliebhaber &amp; Freunde altehrwürdiger Wirtshaus Kultur innmutten von Zürich, kommt hier bestens auf seine Kosten. Ob jung oder alt, ob von nah oder fern; hierher kommt jeder gern",4.0,1
Zeughauskeller,"Laut unkompliziert lustig nett gemütlich genüsslich fein grosse Portionen immer etwas zum schauen 
Touristenattraktion niemals einsam immer gemeinsam",4.0,1
Zeughauskeller,"Auf der Suche nach einem typischen und guten Lokal mit schweizerischem Essen sind wir im Zeughauskeller angekommen. Tolle Bedienung, sehr angenehmes Ambiente in zentraler Lage und wirklich gutes Essen. Wir kommen gerne wieder.",5.0,1
Zeughauskeller,Ich war heute Sonntag-Mittag im Zeughauskeller alleine essen um ca. 11.55 Uhr und zwar draussen. Habe dabei zur Vorspeise einen grünen Salat und zur Hauptspeise Poulet-Geschnetzeltes an Kräutersauce  mit Pommes Frites bestellt. Der Salat bekamm ich sehr schnell und war auch in Ordnung. Ich habe...Mehr,2.0,0
Zeughauskeller,"Wenn immer meine Mutter und ich in Zürich sind, versuchen wir zum Zeughauskeller essen zu gehen. Heute gönnten wir uns einen Nüsslisalat mit Ei und Speck, eine Bouillon mit Flädli, ein Wienerschnitzel mit Kartoffelsalat, zwei Apfelschorlen und einen Espresso.
Das Restaurant war ziemlich voll, wie...Mehr",4.0,1
Zeughauskeller,"Top Restaurant mit sehr guten Speisen. Echte Attraktion für Zürich, muss man erlebt haben. Gehört zu einem Zürichbesuch unbedingt dazu.",5.0,1
Zeughauskeller,Der Zeughauskeller liegt direkt am Paradeplatz in Zürich mit Terrasse zum draussen verweilen.Die Speisekarte hat für jeden Gast etwas und in jeder Preisklasse !!! Service sehr flink und freundlich essen sehr gut gerne wieder !!!,5.0,1
Zeughauskeller,"Wird von allen Zürchern geschätzt. Wärmstens zu empfehlen sind Tartar (mild), Zürigeschnetzeltes, Kalbs-Gordonbleue, ... auch das Bière flambée sollte man probieren. Sehr freundliches Personal. Besser geht es nicht.",5.0,1
Zeughauskeller,"Man möchte Gemütlichkeit und einen lebendigen Gastraum voller Kuriositäten, dann ist man hier genau richtig, man sagt immer Zürich sei bekannt für überteuert und zu wenig auf dem Teller, hier stimmt das nicht, grosse Portionen, sehr feine bodenständige Küche, freundliches, schnelles Servicepersonal was manchmal charmant...Mehr",5.0,1
Zeughauskeller,"Ein Restaurant nach eher traditioneller Küche, urchig und stark besucht. Kalbsleber, Kalbs Geschnetzeltes, Röschti, Siedwürschte, Kartoffelsalat was immer , gut, bürgerlich, schnell.",4.0,1
Zeughauskeller,"Wer richtige Schweizer-Küche oder ein herzhaftes Zürcher Geschnetzeltes in einer urig-gediegenen Atmosphäre geniessen möchte, muss unbedingt ins Restaurant Zeughauskeller. Es ist immer viel los, hier speisen Angestellte genauso wie Bankmanager in einer zwanglosen Umgebung.",5.0,1
Zeughauskeller,"Die Atmosphäre ist in diesem Local einzigartig. Dort treffen sich nicht nur Schweizer, nein Menschen aus allen Ländern. Wird sicherlich daran liegen, dass der Zeughauskeller im Reiseführer der Touristen zu finden ist. Das Essen ist gut bürgerlich und das Preis – Leistungsverhältnis stimmt.",4.0,1
Zeughauskeller,"Das Lokal ist gut besucht und mit ein wenig warten kommt man zu einem Tisch. Kalbsleberli mit Gemüse wurden schnell serviert und der Salat ist angenehm gross. Ein Tipp, lasst die Zucchini weg, gehört nicht in einen rohen Salat. Ansonsten sehr nette Bedienung und speditiv....Mehr",4.0,1
Zeughauskeller,"Seit eh und je aussergewöhnlich bei bodenständiger Küche. Mit Gästen gehe ich immer gerne in den Zeughauskeller. Die Wurstwaren sind sehr zu empfehlen und das Bier ebenso.... und eigentlich kann man nichts falsches bestellen, es ist alles lecker und preisgünstig. Einfach ein Erlebnis.",5.0,1
Zeughauskeller,"Preis Leistung stimmt, nette Bedienung für so ein grosses Restaurant. Es gibt auch Menukarte auf english.",4.0,1
Zeughauskeller,"Das Essen ist Gutbürgerlich und schweizerisch, Wenn bestellt kommt das gewünschte schnell. Aufmerksamer und freundlicher Service
Ist meistens zu voll.  Mittags Geschäftsleute aus der Umgebung. Abends viele Touristen auch in grossen Gruppen. Folglich sehr laut.  Denke, dass das Restaurant im Fremdenführer empfolen ist, Ohne Reservierung...Mehr",4.0,1
Zeughauskeller,"Ich gehen mindestens 2-10 mal jährlich hier essen, es ist gutbürgerlich und schnell. Die Preis befinden sich im Mittelmass und die Lautstärke im oberen viertel. Ich liebe das Menü Rindsmöckli mit Reis, aber auch alle anderen Menüs haben mich bis jetzt noch nie enttäuscht. Das...Mehr",4.0,1
Zeughauskeller,"Das Essen schmeckte gut, war aber auch teuer. 
Daa Personal war hingegen gehetzt und überwiegend nicht besonders freundlich. Könnte noch besser sein. 
Ambiente aber klasse, wie Hofbräuhaus.  Gemütlich rustikal.",2.0,0
Zeughauskeller,"Sehr leckeres Essen und gute Bedienung. Jedoch immer sehr voll und längere Wartezeiten zu erwarten. Für jeden Besucher in Zürich ein ""Muss"".",4.0,1
Zeughauskeller,"Da stimmt einfach alles, super Service, top Qualität. Das Personal sehr freundlich und speditiv, der Chef steht für nachhaltig hohe Qualität.",5.0,1
Zeughauskeller,Schönes Restaurant in der Innenstadt. Eher touristisch. Das Essen ist aber sehr lecker und das Preis-Leistungs-Verhältnis stimmt für diese Lage. Nach dem Besuch ist man bestimmt satt.,4.0,1
Zeughauskeller,"Aufgrund der Tatsache, dass das Restaurant meist sehr gut besetzt ist, hatte ich reserviert. Als wir gut 30 Minuten vor der reservierten Zeit kamen, hat uns ein hagerer, grossgewachsnener, gestresst erscheinender Floor Manager unfreundlich mitgeteilt, dass wir noch warten müssten. Es hatte aber diverse freie...Mehr",4.0,1
Zeughauskeller,"Der Zeughauskeller ist seit Jahren einer meiner Favoriten in Zürich. Es ist sehr touristisch aber auch für Zürcher immer ein Ort an dem Frau gerne isst und verweilt.
Der Service ist sehr aufmerksam. Gutes Preis-Leistungsverhältnis.",5.0,1
Zeughauskeller,"Der Zeughauskeller an der Bahnhofstrasse ist ein touristisches ‚must see‘! Entspechend tummeln sich hier Leute sus aller Herren Länder. Das Essen ist traditionell git bürgerlich und schmeckt ausgezeichnet. Trotz des übervollen Lokals ist die Bedienung sehr freundlich, aber eine Vorreservation ist auch unter der Woche...Mehr",4.0,1
Zeughauskeller,"Für meinen Geschmack schon zu voll. Fast nur größere bis große Gruppen aus den umherliegenden Büros. Folglich sehr laut. Bedienung aber freundlich und flott. Würste gut, Bier auch. Ohne Reservierung wird es ab 4 Personen problematisch. Jedenfalls mein Eindruck. Auf alle Fälle einen Besuch wert....Mehr",4.0,1
Zeughauskeller,"Solide, währschafte Kost. Wer gerne Würste mag, ist dort absolut richtig. Auch das Wienerschnitzel ist absolut zu empfehlen. Wird sehr oft von Touristen aufgesucht.",4.0,1
Zeughauskeller,"Sehr freundliches Personal 
Essen war Gut 
Service war aufmerksam 
Akustik war zu laut wenn das Lokal voll besetzt Ist.",4.0,1
Zeughauskeller,"Das Restaurant ist schön gross und sauber.
Das Essen schmeckt gut ich hatte ein Wienerschnitzel. Es hätte mehr sein können, damit meine ich die Portion war eher klein für einen grossen Hunger. 
Die Bedienung war freundlich jedoch ging es sehr lange bis sie unsere Bestellung...Mehr",3.0,1
Zeughauskeller,"Wir haben doch 2-3 Mal im Jahr ein Geschäftsessen im Zeughauskeller. Das Essen ist ok, aber auch nicht mehr. Tipp: Ohne Reservation geht praktisch gar nix ;)",3.0,1
Zeughauskeller,"Traditionell, qualitativ stets top, rascher und zuvorkommender Service.
Allerdings ziemlich laut. Für Business ungeeignet.",4.0,1
Zeughauskeller,"Das Essen war sehr gut, typisches Schweizer Essen was sehr fein war. Die Bedienung war sehr gut und sehr Freundlich",5.0,1
Zeughauskeller,Das Essen ist gut. Typische Schweizer Spezialitäten. Reservieren unbedingt. Da es immer sehr viele Touristen hat.,3.0,1
Zeughauskeller,"An einem der zahlreichen heissen Spätsommerabenden haben wir Kollegen das Nachtessen im Aussenbereich zum Zeughauskeller eingenommen. 

Der Zeughauskeller hat sich schon früher immer mit schnellem und aufmerksamem Service und grosser Portionen mit Schweizerküche zu moderaten Preisen gepunktet.

Ich gönnte mir ein Beefsteak Tatar und einen...Mehr",4.0,1
Zeughauskeller,"Sind einfach nur durch die Gegend und die Bahnhofstr entlang geschlendert und haben es dann in einer Seitenstraße entdeckt und erkannt durch den Namen, den wir von Tripadvisor kannten.Haben unser Glück einfach versucht und zu zweit auf einem Sonntag Abend nach ca 3 Minuten Wartezeit...Mehr",4.0,1
Zeughauskeller,"Wie jedes Jahr gingen wir am Geburtstag meines Mannes in den Zeughauskeller. Kaum in der Tür hat uns der Chef in gebrochenem Deutsch darauf hingewiesen, dass Kinderwagen nicht erlaubt sind im Restaurant. Da ich ihn nicht auf Anhieb verstanden habe, wurde er auch gleich ausfällig....Mehr",3.0,1
Zeughauskeller,"Was mir sehr gefällt ist die traditionsreiche, sehr leckere Küche, jedoch isst das Auge bekanntlich ja mit und das ist das „Aber“. Die Gerichte sind sehr lieblos hergerichtet, um nicht zu sagen einfach auf den Teller geschmissen und das war ein fader Beigeschmack während dem...Mehr",4.0,1
Zeughauskeller,"Eine typische Brauereihalle mit Schweizer Küche zu fairen Preis (für Zürich). Leider sehr laut und sehr voll. Reservation zu empfehlen. Wir haben spontan einen Tisch für 2 bekommen. Das Essen war lecker.  Bedienung freundlich. Werden wieder mal vorbeischauen, auch wenn es mir generell zu laut...Mehr",4.0,1
Zeughauskeller,Immer wieder fein. Das Typische Zürcher Lokal mit der Schweizer Traditionsküche. Reservation ist empfehlenswert.,5.0,1
Zeughauskeller,"Es ist ein typisches Touristenlokal. Es wird den Gästen empfohlen, dies zu besuchen. Es ist immer sehr gefüllt. Reservation ist ratsam. Die Auswahl ist gross. Die Preise sind der Stadt Zürich entsprechend. Die Karte ist vielseitig und abwechslungsreich. Es ist laut im Restaurant.",4.0,1
Zeughauskeller,"Wir sind mehr als einmal in dieses Restaurant gekommen, es ist wirklich sehr gut, die Gerichte sind typisch schweizerisch und deutsch, der Service ist schnell und der Ort ist wirklich spektakulär.
Beraten!!!!",5.0,1
Zeughauskeller,"Älplermagronen waren ein Witz. Was normalerweise eine typische Schweizer Spezialität ist, ist hier einfach nur eine Beleidigung für Schweizer Kochkünste. Die Rösti furztrocken und langweilig. Das Wildgericht vollkommen herzlos und schlecht gekocht. Bedienung unfreundlich. Schade für dieses schöne Gebäude, es hätte eine anständige Küche und...Mehr",1.0,0
Zeughauskeller,"Waren bereits zum wiederholten Male hier. Die Karte ist auswahlreich mit vielen lokalen Spezialitäten. Vor allem Wurstliebhaber kommen auf Ihre Rechnung, aber auch Vegetarier finden etwas. Wir kommen immer wieder gerne.",5.0,1
Zeughauskeller,"Der Zeughauskeller ist nicht nur für Touristen ein toller Ort, in welchem sich ausgezeichnet Speisen lässt. Auch als Zürcher bin ich immer wieder gerne vor Ort und geniesse die währschafte Küche und das gemütliche Ambiente.",4.0,1
Zeughauskeller,"Massenabfertigung auf höchstem Niveau, ohne Reservation geht gar nichts. Die Karte ist sehr reichhaltig und bietet jedem etwas Feines. Das Ambiente gleicht einem Bahnhofbuffet von Früher, sehr laut, ein ständiges Kommen und Gehen und sehr eng bestuhlt. Die Preise sind Stadt Zürich angepasst und bestimmt...Mehr",4.0,1
Zeughauskeller,"Im Zeuhhauskeller ist immer was los. Also  ist es sehr laut.
Aber Qualität des Essens ist immer gleichbleibend sehr gut.
Das Zürcher Geschnetzelte war hervorragend.",5.0,1
Zeughauskeller,Das Essen war sehr gut und auch eine recht grosse Portion (zumindest empfand ich das so ^^ ). Bedienung war sehr nett und hat nach Wunsch den Rest für mich eingepackt (Essen hat auch ein Tag später aufgewärmt tiptop geschmeckt!) Einziger „Mangel“ und deswegen Punkte...Mehr,4.0,1
Zeughauskeller,"Der Zeughauskeller ist sehr beliebt und liegt an zentraler Lage nahe des Paradeplatz. Eine vorgängige Reservation sowohl am Mittag als auch am Abend wird dringend empfohlen. 

Die Küche ist gutbürgerlich mit typischen Schweizer Spezialitäten und einer grossen Wurstauswahl. Wir haben uns diesmal für die Hausspezialität,...Mehr",5.0,1
Zeughauskeller,Sehr rege besucht und entsprechend ist die Geräuschkulisse. Eine Reservation schadet nicht. Die Speisekarte ist sehr währschaft. Geheimtip ist das Bürgermeisterschwert.,5.0,1
Zeughauskeller,"Eines meiner Lieblingsrestaurants in Zürich. Eigentlich unerklärlich da es laut, voll und nicht für Gourmets ist. Aber trotzdem gibts da immer etwas Gutes, das Publikum ist wild gemischt und man geht mit gutem Gefühl raus.
Sogar die Preise sind für Zürich vernünftig.",5.0,1
Zeughauskeller,"Qualitativ sicherlich eines der besseren Restaurants in Zürich. Eine tolle Auswahl an gut-bürgerlichen Gerichten, die richtig Satt machen. Es empfiehlt sich einen Platz zu reservieren, denn das Restaurant ist immer gut besucht. Sehr beliebt bei Touristen.
Reinschauen und schlemmen lohnt sich definitiv",4.0,1
Zeughauskeller,"Das Essen schmeckt sehr gut, schnelle Bedienung! Man darf nur nicht über die Mittagszeit dort essen, es sind sehr viele Touristen dort (gschtürm) !",4.0,1
Zeughauskeller,"Lärmpegel hoch, der grosse Restaurant Raum bietet zwar viel Platz, Nachfrage ist aber gross, speziell abends, dann sehr viele Touristen.
Speisekarte bietet Zürcher Spezialitäten, berühmt sind die Schüblinge, Würste verschiedener Art.",4.0,1
Zeughauskeller,Ich habe die chilli Wurst mit Kartoffeln gegessen. Das gefällt mir. Ich habe auch das Hausbier genossen.,5.0,1
Zeughauskeller,Konstant in jeder Hinsicht - darum von mir regelmässig gern besucht- keine Überraschungen - essen immer fein- immer sauber-  immer laut - immer urchig- immer freundlich und zackig - immer wieder ein Erlebnis mit freunden,5.0,1
Zeughauskeller,"Der Zeughauskeller ist sehr beliebt, speziell bei Touristen, daher ist es meistens voll und man muss ohne Reservierung schon mal etwas warten. Es lohnt sich aber, klassische Schweizerische Gerichte und netter Service. Sehr zu empfehlen ist das Zürcher Geschnetzelte. Immer einen Besuch wert.",5.0,1
Zeughauskeller,"Ein sehr schönes Restaurant mit einem tollen Team hat uns hier erwartet.
Die Speisekarte ist sehr vielfältig und es fiel uns schwer uns zu entscheiden.Es war sehr voll, dennoch ging der Service schnell und war sehr freundlich.
Das Essen war spitze.
Mit Sicherheit frisch und...Mehr",5.0,1
Zeughauskeller,"Wieder einmal im traditionellen Lokal am Paradeplatz
Das Wienerschnitzel übertraf die Erwartungen. Super Panade, knusprig am Kalbfleisch haftend wie man es nur in Wien kennt. Unbedingt probieren ein genuss.",4.0,1
Zeughauskeller,Freundlicher und aufmerksamer Service. Trotz vollem Lokal (wirkte wegen der engen Bestuhlung etwas eingeengt) wurde rasch serviert. Reichhaltige und vielseitige Speisekarte mit regionalen Produkten. Angemessene Preise.,4.0,1
Zeughauskeller,"Sehr große Menuauswahl aber dies geht zulasten der Qualität. Eher oberes Preissegment, insbesondere für die gebotene Qualität. Es gibt in Zürich viel bessere Möglichkeiten zu Essen, auch in eher urchigen Restaurants.",3.0,1
Zeughauskeller,"Dieser Tradtionsbetrieb mit riesiger Auswahl ist ein Besuch wert, wenn man in Zürich ist. Ehrliche und unkomplizierte Küche, vom Geschnetzelten über Cordon-bleu bis Wurstauswahl ist alles dabei, und reichlich....
Natürlich ist es ein beliebtes Ziel für Touristen, aber die Location als altes Zeughaus hat es...Mehr",4.0,1
Zeughauskeller,"Der Zeughauskeller ist immer noch ein sicherer Tipp, wenn man mit Freunden aus dem Ausland in Zürich unterwegs ist und diese mitten am Tag Lust auf die Schweizer Küche kriegen. Da wir gerade am Bürkliplatz unterwegs waren, bot sich der nahe Zeughauskeller buchstäblich an. Trotz...Mehr",4.0,1
Zeughauskeller,"Ich würde jedem empfehlen zu reservieren bevor er hier einkehrt. Ohne wird es schwer Mittags einen guten Platz zu erhaschen. 

Leider wurde meine Reservierung nicht registriert und wir mussten uns mit einem anderen Tisch begnügen - hierfür einen Punkt Abzug. Den Punkt zeihe ich ab,...Mehr",3.0,1
Zeughauskeller,"Ich bin ein absoluter Fan! Familienbetrieb ; gut geführt, langjähriges freundliches Personal. Absolut stressresistent! Mittagessen, à la carte oder Menu: rasch, warm, gut bürgerlich und immer ein Genuss. Abwechslungsreich. Saisonal gut abgestimmt. Das Wild ist hervorragend. Fleisch und Würste ein Genuss. Sehr angemessene Preise für...Mehr",5.0,1
